Name,Folder,Steps,Expected,Id
Ивент у ответственных за лиды,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",Ответственный за контакт и ответственные за связанные активные лиды разные; клиент пишет внешнее сообщение в чат контакта,элемент появляется у ответственного за каждый такой лид,tc-5204373-35
Один лид одному ответственному,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",Один активный лид на контакт и у контакта с лидом один и тот же ответственный; клиент пишет внешнее сообщение в чат контакта,"в виджете появляется один элемент, относящийся к лиду",tc-5204373-36
Mention от ИИ-сотрудника,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",ИИ-сотрудник персонально упомянул текущего пользователя через `@mention`,сообщение появляется в виджете,tc-5204373-14
Mention подразделения от ИИ,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""","ИИ-сотрудник упомянул подразделение, в котором состоит текущий пользователь",сообщение появляется в виджете,tc-5204373-15
Reply от ИИ-сотрудника,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",ИИ-сотрудник сделал Reply на сообщение текущего пользователя,Reply появляется в виджете,tc-5204373-16
ИИ в беседе 1:1,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",ИИ-сотрудник отправил сообщение в беседе 1:1 с текущим пользователем,сообщение появляется в виджете,tc-5204373-17
ИИ без триггеров не учитывается,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",ИИ-сотрудник отправил в сущности обычное сообщение без персонального `@mention` и без Reply на сообщение текущего пользователя (пользователь не в сценарии «ответственный за контакт/лид с входящим клиента»),сообщение не появляется в виджете,tc-5204373-18
Прочтение не снимает ожидание,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""","Сообщение уже в виджете; пользователь только открывает сущность, просматривает или отмечает сообщение прочитанным, не отвечая и не ставя реакцию",сообщение остаётся в виджете,tc-5204373-19
Ответ снимает элемент,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""","Пользователь отправляет сообщение в той же сущности или беседе, откуда элемент в виджете",этот элемент перестаёт отображаться,tc-5204373-20
Реакция снимает элемент,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""","Пользователь ставит emoji-реакцию на сообщение, создавшее ожидание",элемент перестаёт отображаться в виджете,tc-5204373-21
Ответ не требуется снимает,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",Для элемента в виджете выбрать действие «Ответ не требуется»,элемент перестаёт отображаться,tc-5204373-22
Ответ снимает элемент ИИ,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",Для сообщения ИИ-сотрудника в виджете ответить в сущности/беседе,элемент перестаёт отображаться,tc-5204373-37
Реакция снимает элемент ИИ,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",Для сообщения ИИ-сотрудника в виджете поставить emoji-реакцию на это сообщение,элемент перестаёт отображаться,tc-5204373-38
Ответ не требуется снимает элемент ИИ,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",Для сообщения ИИ-сотрудника в виджете выбрать «Ответ не требуется»,элемент перестаёт отображаться,tc-5204373-39
Клик открывает контекст,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",Нажать на элемент виджета,открывается соответствующая сущность или беседа в контексте этого сообщения,tc-5204373-24
Источник задача,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",В виджете есть элемент из задачи (по правилам ожидания ответа),элемент задачи отображается в виджете,tc-5204373-40
Источник тикет,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",В виджете есть элемент из тикета (по правилам ожидания ответа),элемент тикета отображается в виджете,tc-5204373-41
Источник лид,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",В виджете есть элемент из лида (по правилам ожидания ответа),элемент лида отображается в виджете,tc-5204373-42
Источник контакт,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",В виджете есть элемент из контакта (по правилам ожидания ответа),элемент контакта отображается в виджете,tc-5204373-43
Источник запись справочника,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",В виджете есть элемент из записи справочника (по правилам ожидания ответа),элемент записи справочника отображается в виджете,tc-5204373-44
Источник беседа,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",В виджете есть элемент из беседы (по правилам ожидания ответа),элемент беседы отображается в виджете,tc-5204373-45
Посмотреть все открывает модалку,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",Нажать «Посмотреть все» в виджете,открывается модальное окно со списком ожидающих ответа,tc-5204373-46
Мультифильтр в модалке,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",В модальном окне «Посмотреть все»,доступен мультифильтр по типам сущностей с возможностью множественного выбора,tc-5204373-47
Скролл в модалке,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""",В модальном окне «Посмотреть все» при большом числе элементов,появляется скролл списка,tc-5204373-48
Группировка сообщений сущности,"""[Story] — Виджет «Ждут моего ответа» на личном дашборде""","В одной сущности с конкретным id пришло больше одного сообщения, ожидающего ответа",в виджете элементы группируются по этой сущности и id,tc-5204373-49
