Name,Folder,Steps,Expected,Id
Визуальное различие Upservice и Google,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",В сетке есть встреча Upservice (`kind: meeting`) и Google-событие без задачи Upservice,встреча Upservice отображается в оранжевом стиле (как сейчас); Google-событие — в отличном от оранжевого стиле и без аватара исполнителя Upservice.,tc-5229812-4
Название на карточке Google-события,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",В сетке «Календаря встреч» есть Google-событие без задачи Upservice; посмотреть карточку события в сетке,на карточке видно название события,tc-5229812-21
Время на карточке Google-события,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",В сетке «Календаря встреч» есть Google-событие без задачи Upservice; посмотреть карточку события в сетке,на карточке видно время события или признак «весь день»,tc-5229812-22
Тип и источник на карточке Google-события,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",В сетке «Календаря встреч» есть Google-событие без задачи Upservice; посмотреть карточку события в сетке,на карточке видны тип/источник (Google и имя календаря при наличии),tc-5229812-23
Out of office различим от встречи Upservice,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",В сетке «Календаря встреч» присутствует Google-событие типа Out of office,тип Out of office читается по стилю или метке и отличается от встречи Upservice,tc-5229812-24
Focus time различим от встречи Upservice,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",В сетке «Календаря встреч» присутствует Google-событие типа Focus time,тип Focus time читается по стилю или метке и отличается от встречи Upservice,tc-5229812-25
Working location различим от встречи Upservice,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",В сетке «Календаря встреч» присутствует Google-событие типа Working location,тип Working location читается по стилю или метке и отличается от встречи Upservice,tc-5229812-26
Google Task различим от встречи Upservice,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",В сетке «Календаря встреч» присутствует Google-событие типа Task,тип Task читается по стилю или метке и отличается от встречи Upservice,tc-5229812-27
Appointment schedule различим от встречи Upservice,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",В сетке «Календаря встреч» присутствует Google-событие типа Appointment schedule,тип Appointment schedule читается по стилю или метке и отличается от встречи Upservice,tc-5229812-28
Пересечение слотов отображается,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",Google-событие пересекается по времени со встречей или другим событием,"пересечение слотов отображается визуально так же, как для встреч (занятость видна).",tc-5229812-7
Клик по встрече Upservice,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",Клик по встрече Upservice в сетке,открывается карточка задачи/встречи Upservice (как сейчас).,tc-5229812-8
Клик по Google-событию read-only,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",Клик по Google-событию без задачи Upservice,"открывается read-only просмотр деталей (название, время, тип, календарь-источник); задача Upservice не создаётся.",tc-5229812-9
Google Event не создаёт задачу Upservice,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",В «Календаре встреч» появилось Google-событие типа Event без задачи Upservice; открыть список задач,новая задача Upservice по этому событию не создана,tc-5229812-29
Out of office не создаёт задачу Upservice,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",В «Календаре встреч» появилось Google-событие типа Out of office без задачи Upservice; открыть список задач,новая задача Upservice по этому событию не создана,tc-5229812-30
Focus time не создаёт задачу Upservice,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",В «Календаре встреч» появилось Google-событие типа Focus time без задачи Upservice; открыть список задач,новая задача Upservice по этому событию не создана,tc-5229812-31
Working location не создаёт задачу Upservice,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",В «Календаре встреч» появилось Google-событие типа Working location без задачи Upservice; открыть список задач,новая задача Upservice по этому событию не создана,tc-5229812-32
Синхронизация Upservice ↔ Google сохранена,"""Календарь встреч: отображать события Google Calendar (не только задачи-встречи)""",Существующая двусторонняя синхронизация встреч Upservice ↔ Google Event,продолжает работать; Google-события из scope не ломают отображение уже синхронизированных встреч.,tc-5229812-11
