Name,Folder,Steps,Expected,Id
Конвертация BYN в EUR,"""[Story] - Отображение суммы стоимости Лидов по этапам и итого по воронке""",На канбане отображаются суммы лидов в BYN; пользователь выбирает EUR,суммы соответствуют курсу ExchangeRate-API для пары BYN → EUR,tc-4916809-20
Конвертация RUB в USD,"""[Story] - Отображение суммы стоимости Лидов по этапам и итого по воронке""",На канбане отображаются суммы лидов в RUB; пользователь выбирает USD,суммы соответствуют курсу ExchangeRate-API для пары RUB → USD,tc-4916809-21
Конвертация RUB в BYN,"""[Story] - Отображение суммы стоимости Лидов по этапам и итого по воронке""",На канбане отображаются суммы лидов в RUB; пользователь выбирает BYN,суммы соответствуют курсу ExchangeRate-API для пары RUB → BYN,tc-4916809-22
Конвертация RUB в EUR,"""[Story] - Отображение суммы стоимости Лидов по этапам и итого по воронке""",На канбане отображаются суммы лидов в RUB; пользователь выбирает EUR,суммы соответствуют курсу ExchangeRate-API для пары RUB → EUR,tc-4916809-23
Конвертация EUR в RUB,"""[Story] - Отображение суммы стоимости Лидов по этапам и итого по воронке""",На канбане отображаются суммы лидов в EUR; пользователь выбирает RUB,суммы соответствуют курсу ExchangeRate-API для пары EUR → RUB,tc-4916809-24
Конвертация EUR в BYN,"""[Story] - Отображение суммы стоимости Лидов по этапам и итого по воронке""",На канбане отображаются суммы лидов в EUR; пользователь выбирает BYN,суммы соответствуют курсу ExchangeRate-API для пары EUR → BYN,tc-4916809-25
Конвертация EUR в USD,"""[Story] - Отображение суммы стоимости Лидов по этапам и итого по воронке""",На канбане отображаются суммы лидов в EUR; пользователь выбирает USD,суммы соответствуют курсу ExchangeRate-API для пары EUR → USD,tc-4916809-26
Символ валюты в строке итого,"""[Story] - Отображение суммы стоимости Лидов по этапам и итого по воронке""","Пользователь открывает канбан с выбранной валютой, у которой есть символ в раскладке",в строке «Найдено N лидов на сумму X» отображается символ выбранной валюты,tc-4916809-27
Символ валюты в сумме по столбцу,"""[Story] - Отображение суммы стоимости Лидов по этапам и итого по воронке""","Пользователь открывает канбан с выбранной валютой, у которой есть символ в раскладке",в сумме по столбцу этапа отображается символ выбранной валюты,tc-4916809-28
Символ валюты на компактной карточке,"""[Story] - Отображение суммы стоимости Лидов по этапам и итого по воронке""",Пользователь открывает канбан; на компактной карточке лида отображается сумма в валюте с символом,на компактной карточке лида отображается символ валюты суммы,tc-4916809-29
Символ валюты на развёрнутой карточке,"""[Story] - Отображение суммы стоимости Лидов по этапам и итого по воронке""","Пользователь открывает развёрнутую карточку лида с суммой в валюте, у которой есть символ",на развёрнутой карточке лида отображается символ валюты суммы,tc-4916809-30
Сокращённое название без символа,"""[Story] - Отображение суммы стоимости Лидов по этапам и итого по воронке""",Пользователь выбирает валюту без символа в раскладке,"в строке итого, сумме по столбцу и на карточке лида отображается сокращённое название валюты вместо символа",tc-4916809-31
