Name,Folder,Steps,Expected,Id
Сумма нового статуса после переноса,"""[Story] - Live update канбана CRM""",Лид успешно переносят в другой статус той же воронки,без reload сумма нового статуса обновляется,tc-5410315-61
Исчезновение с канбана воронки-источника у автора,"""[Story] - Live update канбана CRM""","У Анны (автор) открыт канбан «Входящие», у Марии (ответственный) — канбан «Продажи»; Анна успешно переносит лид из «Входящие» / «Новый» в «Продажи» / «В работе»",на канбане «Входящие» у Анны карточка исчезает,tc-5410315-62
Пересчёт количества статуса «Новый» у автора,"""[Story] - Live update канбана CRM""","У Анны (автор) открыт канбан «Входящие», у Марии (ответственный) — канбан «Продажи»; Анна успешно переносит лид из «Входящие» / «Новый» в «Продажи» / «В работе»",на канбане «Входящие» у Анны количество статуса «Новый» пересчитано без этого лида,tc-5410315-63
Пересчёт суммы статуса «Новый» у автора,"""[Story] - Live update канбана CRM""","У Анны (автор) открыт канбан «Входящие», у Марии (ответственный) — канбан «Продажи»; Анна успешно переносит лид из «Входящие» / «Новый» в «Продажи» / «В работе»",на канбане «Входящие» у Анны сумма статуса «Новый» пересчитана без этого лида,tc-5410315-64
Пересчёт количества воронки «Входящие» у автора,"""[Story] - Live update канбана CRM""","У Анны (автор) открыт канбан «Входящие», у Марии (ответственный) — канбан «Продажи»; Анна успешно переносит лид из «Входящие» / «Новый» в «Продажи» / «В работе»",на канбане «Входящие» у Анны количество воронки «Входящие» пересчитано без этого лида,tc-5410315-65
Пересчёт суммы воронки «Входящие» у автора,"""[Story] - Live update канбана CRM""","У Анны (автор) открыт канбан «Входящие», у Марии (ответственный) — канбан «Продажи»; Анна успешно переносит лид из «Входящие» / «Новый» в «Продажи» / «В работе»",на канбане «Входящие» у Анны сумма воронки «Входящие» пересчитана без этого лида,tc-5410315-66
Появление на канбане воронки-назначения у ответственного,"""[Story] - Live update канбана CRM""","У Анны (автор) открыт канбан «Входящие», у Марии (ответственный) — канбан «Продажи»; Анна успешно переносит лид из «Входящие» / «Новый» в «Продажи» / «В работе»",на канбане «Продажи» у Марии карточка появляется в «В работе»,tc-5410315-67
Пересчёт количества статуса «В работе» у ответственного,"""[Story] - Live update канбана CRM""","У Анны (автор) открыт канбан «Входящие», у Марии (ответственный) — канбан «Продажи»; Анна успешно переносит лид из «Входящие» / «Новый» в «Продажи» / «В работе»",на канбане «Продажи» у Марии количество статуса «В работе» пересчитано,tc-5410315-68
Пересчёт суммы статуса «В работе» у ответственного,"""[Story] - Live update канбана CRM""","У Анны (автор) открыт канбан «Входящие», у Марии (ответственный) — канбан «Продажи»; Анна успешно переносит лид из «Входящие» / «Новый» в «Продажи» / «В работе»",на канбане «Продажи» у Марии сумма статуса «В работе» пересчитана,tc-5410315-69
Пересчёт количества воронки «Продажи» у ответственного,"""[Story] - Live update канбана CRM""","У Анны (автор) открыт канбан «Входящие», у Марии (ответственный) — канбан «Продажи»; Анна успешно переносит лид из «Входящие» / «Новый» в «Продажи» / «В работе»",на канбане «Продажи» у Марии количество воронки «Продажи» пересчитано,tc-5410315-70
Пересчёт суммы воронки «Продажи» у ответственного,"""[Story] - Live update канбана CRM""","У Анны (автор) открыт канбан «Входящие», у Марии (ответственный) — канбан «Продажи»; Анна успешно переносит лид из «Входящие» / «Новый» в «Продажи» / «В работе»",на канбане «Продажи» у Марии сумма воронки «Продажи» пересчитана,tc-5410315-71
Участник не получает live-update при смене воронки,"""[Story] - Live update канбана CRM""","У Веры (участник, не автор и не ответственный) открыт канбан «Входящие»; Анна успешно переносит лид из «Входящие» в другую воронку",у Веры канбан автоматически не обновляется,tc-5410315-72
Карточка в новой колонке при разной сортировке сессий,"""[Story] - Live update канбана CRM""",У Веры и Марии (обе получают live-update) открыт канбан «Продажи» с разной активной сортировкой сессии; лид успешно переносят в статус «В работе» той же воронки,в обеих сессиях без reload карточка в колонке «В работе»,tc-5410315-73
Позиция по сортировке своей сессии,"""[Story] - Live update канбана CRM""",У Веры и Марии (обе получают live-update) открыт канбан «Продажи» с разной активной сортировкой сессии; лид успешно переносят в статус «В работе» той же воронки,место карточки у каждой соответствует активной сортировке её сессии,tc-5410315-74
Победа последнего успешного сохранения,"""[Story] - Live update канбана CRM""","Один лид одновременно открыт на редактирование у Анны и Бориса (обе сессии получают live-update); Анна успешно сохраняет название «Лид А», затем Борис успешно сохраняет название «Лид Б»",на карточке у сессий с live-update без reload отображается «Лид Б»,tc-5410315-75
Структура воронки на открытых канбанах только после reload,"""[Story] - Live update канбана CRM""","Сотрудник успешно сохраняет изменения структуры воронки в настройках (состав, имена, цвета, порядок колонок)",открытые канбаны этой воронки показывают новую структуру и лиды под неё только после reload,tc-5410315-76
Структура воронки видна при возврате из настроек,"""[Story] - Live update канбана CRM""",Сотрудник успешно сохраняет изменения структуры воронки в настройках и возвращается на доску в той же сессии,на канбане видна новая структура без отдельного требования к кругу автора/ответственного лида,tc-5410315-77
