Name,Folder,Steps,Expected,Id
Пересчёт — обновление признака в расшифровке,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""","Лид через регистрацию в workspace 8: корпоративная почта (+5), осмысленная компания (+5), 1 планируемый пользователь (−10); пользователь уточняет планируемое кол-во до 6–20; открыть карточку лида",в расшифровке признак «Планируемое кол-во пользователей: 6–20 → +25» вместо «1 человек → −10»,tc-5294716-14
Корпоративная почта — вклад +5,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",У зарегистрированного лида в workspace 8 корпоративная почта,к сумме **+5**,tc-5294716-15
Временная почта — вклад −30,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",У зарегистрированного лида в workspace 8 временная/фейковая почта,к сумме **−30**,tc-5294716-16
Осмысленное название компании — вклад +5,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",У зарегистрированного лида в workspace 8 осмысленное название компании,к сумме **+5**,tc-5294716-17
Корректный телефон — нулевой вклад,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",У зарегистрированного лида в workspace 8 корректный номер телефона; открыть карточку лида,к сумме **0** (признак с нулевым вкладом в расшифровку не попадает),tc-5294716-18
Отсутствует телефон — вклад −10,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",У зарегистрированного лида в workspace 8 отсутствует номер телефона,к сумме **−10**,tc-5294716-19
Фиктивный телефон — вклад −15,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",У зарегистрированного лида в workspace 8 очевидно фиктивный номер телефона,к сумме **−15**,tc-5294716-20
Фиктивное имя — вклад −10,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""","У зарегистрированного лида в workspace 8 очевидно фиктивное имя (шаблоны: набор символов, клавиатурные последовательности, ругательства, тестовые обозначения, «ищу работу» и т.п.)",к сумме **−10**,tc-5294716-21
Иностранное имя — штраф не применяется,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""","У зарегистрированного лида в workspace 8 необычное иностранное имя, не попадающее под очевидные шаблоны",штраф «очевидно фиктивное имя» (**−10**) не применяется автоматически,tc-5294716-22
Нет мессенджеров — вклад −20,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""","У зарегистрированного лида в workspace 8 указан ненфиктивный номер, на нём нет мессенджеров (tg, wa, max, viber)",к сумме **−20**,tc-5294716-23
Нет мессенджеров — штраф не применяется,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",У зарегистрированного лида в workspace 8 номер отсутствует или фиктивный,штраф «нет мессенджеров» (**−20**) не применяется,tc-5294716-24
Планируемое кол-во — 1 пользователь,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",У зарегистрированного лида в workspace 8 при регистрации планируемое кол-во пользователей — 1,к сумме **−10**,tc-5294716-25
Планируемое кол-во — 2–5 пользователей,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",У зарегистрированного лида в workspace 8 при регистрации планируемое кол-во пользователей — 2–5,к сумме **+10**,tc-5294716-26
Планируемое кол-во — 6–20 пользователей,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",У зарегистрированного лида в workspace 8 при регистрации планируемое кол-во пользователей — 6–20,к сумме **+25**,tc-5294716-27
Планируемое кол-во — 21–50 пользователей,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",У зарегистрированного лида в workspace 8 при регистрации планируемое кол-во пользователей — 21–50,к сумме **+30**,tc-5294716-28
Планируемое кол-во — 51+ пользователей,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",У зарегистрированного лида в workspace 8 при регистрации планируемое кол-во пользователей — 51+,к сумме **+40**,tc-5294716-29
Демо отмечено — вклад +40,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",При регистрации отмечен чекбокс «Нужна онлайн-демонстрация» (задача 5258979),к сумме **+40**,tc-5294716-30
Демо не отмечено — вклад не начисляется,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",При регистрации чекбокс «Нужна онлайн-демонстрация» не отмечен,**+40** за демо не начисляется,tc-5294716-31
Автопересчёт при изменении полей,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""","У зарегистрированного лида в workspace 8 изменены контакты, планируемое кол-во пользователей или иные поля, влияющие на признаки скоринга",итоговый балл пересчитывается автоматически,tc-5294716-32
Новый балл на Kanban после изменения полей,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""","У зарегистрированного лида в workspace 8 изменены контакты, планируемое кол-во пользователей или иные поля, влияющие на признаки скоринга; открыть Kanban",отображается новое значение итогового балла,tc-5294716-33
Новый балл в карточке после изменения полей,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""","У зарегистрированного лида в workspace 8 изменены контакты, планируемое кол-во пользователей или иные поля, влияющие на признаки скоринга; открыть карточку лида",отображается новое значение итогового балла,tc-5294716-34
Kanban — только итог без расшифровки,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",Зарегистрированный лид в workspace 8 с рассчитанным баллом; открыть карточку лида на Kanban,виден итоговый балл (без расшифровки),tc-5294716-35
Карточка — итог и расшифровка признаков,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",Зарегистрированный лид в workspace 8 с рассчитанным баллом; открыть карточку лида,видны итоговый балл и расшифровка: только сработавшие признаки с вкладом каждого (+/−N баллов),tc-5294716-36
Неприменимый признак не в расшифровке,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",У зарегистрированного лида в workspace 8 признак не обнаружен или не применим; открыть карточку лида,признак в расшифровку не попадает,tc-5294716-37
Неизвестный признак — 0 баллов,"""[Story] — Скоринг зарегистрированного лида (воркспейс 8)""",У зарегистрированного лида в workspace 8 неизвестный признак,"**0** баллов, без домысливания",tc-5294716-38
